Date,Country,Local,Industry Sector,Accident Level,Potential Accident Level,Gender,Employee or 3d Party,Critical Risk
5/25/2016 0:00,Country_01,Local_04,Mining,II,III,Male,Employee,Others
5/27/2016 0:00,Country_02,Local_02,Mining,I,V,Male,Employee,Others
5/25/2016 0:00,Country_03,Local_10,Others,I,I,Male,Third Party,Bees
5/26/2016 0:00,Country_03,Local_10,Others,I,I,Male,Third Party,Bees
5/26/2016 0:00,Country_03,Local_10,Others,I,I,Male,Employee,Others
6/1/2016 0:00,Country_02,Local_05,Metals,I,III,Male,Employee,Cut
6/2/2016 0:00,Country_02,Local_05,Metals,I,III,Male,Employee,Cut
6/3/2016 0:00,Country_01,Local_01,Mining,I,II,Male,Third Party,Others
6/4/2016 0:00,Country_01,Local_04,Mining,V,V,Male,Third Party,Others
6/3/2016 0:00,Country_03,Local_10,Others,II,II,Male,Third Party,Others
6/5/2016 0:00,Country_01,Local_03,Mining,I,III,Male,Employee,Others
6/5/2016 0:00,Country_01,Local_06,Metals,I,I,Male,Employee,Fall prevention
6/8/2016 0:00,Country_01,Local_04,Mining,I,III,Male,Third Party,Others
6/7/2016 0:00,Country_01,Local_01,Mining,I,I,Male,Employee,Others
6/7/2016 0:00,Country_01,Local_03,Mining,I,III,Male,Third Party,Others
6/8/2016 0:00,Country_01,Local_06,Metals,IV,IV,Male,Employee,Fall prevention (same level)
6/8/2016 0:00,Country_03,Local_10,Others,I,I,Male,Third Party,Bees
6/8/2016 0:00,Country_03,Local_10,Others,I,I,Male,Third Party,Others
6/10/2016 0:00,Country_02,Local_05,Metals,I,III,Male,Third Party (Remote),Manual Tools
6/13/2016 0:00,Country_01,Local_01,Mining,I,IV,Male,Employee,Others
6/16/2016 0:00,Country_01,Local_03,Mining,I,IV,Male,Third Party,Others
6/16/2016 0:00,Country_03,Local_10,Others,I,I,Male,Third Party,Bees
6/16/2016 0:00,Country_03,Local_10,Others,I,I,Male,Third Party,Bees
6/16/2016 0:00,Country_03,Local_10,Others,I,I,Male,Third Party,Bees
6/16/2016 0:00,Country_03,Local_10,Others,I,I,Male,Third Party,Bees
6/18/2016 0:00,Country_03,Local_10,Others,I,I,Male,Employee,Bees
6/18/2016 0:00,Country_03,Local_10,Others,I,I,Male,Third Party,Bees
6/17/2016 0:00,Country_02,Local_08,Metals,IV,V,Male,Employee,"
Not applicable"
6/17/2016 0:00,Country_02,Local_08,Metals,IV,V,Male,Employee,Not applicable
6/17/2016 0:00,Country_02,Local_08,Metals,V,V,Male,Employee,Not applicable
6/19/2016 0:00,Country_01,Local_03,Mining,IV,IV,Male,Third Party,Others
6/21/2016 0:00,Country_01,Local_01,Mining,I,III,Male,Third Party,Others
6/22/2016 0:00,Country_01,Local_03,Mining,I,III,Male,Third Party (Remote),Others
6/23/2016 0:00,Country_02,Local_08,Metals,I,II,Male,Employee,Manual Tools
6/24/2016 0:00,Country_01,Local_01,Mining,I,III,Male,Third Party,Others
6/24/2016 0:00,Country_01,Local_01,Mining,I,IV,Male,Third Party,Others
6/29/2016 0:00,Country_01,Local_01,Mining,I,IV,Male,Employee,Others
7/2/2016 0:00,Country_01,Local_03,Mining,V,V,Male,Third Party,Others
7/4/2016 0:00,Country_01,Local_06,Metals,III,IV,Male,Third Party,Pressed
6/24/2016 0:00,Country_01,Local_03,Mining,I,II,Male,Third Party,Others
7/8/2016 0:00,Country_01,Local_01,Mining,I,II,Male,Employee,Others
7/7/2016 0:00,Country_01,Local_03,Mining,IV,V,Male,Third Party,Others
7/7/2016 0:00,Country_01,Local_03,Mining,I,IV,Male,Third Party,Others
7/8/2016 0:00,Country_01,Local_06,Metals,III,IV,Male,Third Party,Manual Tools
7/9/2016 0:00,Country_03,Local_10,Others,III,IV,Male,Third Party,Others
7/10/2016 0:00,Country_01,Local_04,Mining,IV,IV,Male,Third Party,Others
7/11/2016 0:00,Country_02,Local_05,Metals,III,IV,Male,Third Party (Remote),Suspended Loads
7/14/2016 0:00,Country_01,Local_03,Mining,I,II,Male,Employee,Others
7/15/2016 0:00,Country_02,Local_05,Metals,I,II,Female,Employee,Chemical substances
7/16/2016 0:00,Country_01,Local_03,Mining,I,IV,Male,Third Party,Others
7/18/2016 0:00,Country_01,Local_06,Metals,I,III,Male,Third Party,Fall prevention (same level)
7/20/2016 0:00,Country_02,Local_05,Metals,I,III,Male,Employee,Chemical substances
7/21/2016 0:00,Country_02,Local_12,Others,I,II,Female,Employee,Traffic
7/23/2016 0:00,Country_02,Local_08,Metals,I,II,Male,Third Party (Remote),Pressurized Systems
7/27/2016 0:00,Country_01,Local_03,Mining,II,IV,Male,Employee,Others
7/29/2016 0:00,Country_01,Local_03,Mining,I,IV,Male,Employee,Others
7/30/2016 0:00,Country_02,Local_07,Mining,I,II,Male,Employee,Others
8/2/2016 0:00,Country_02,Local_02,Mining,I,III,Male,Third Party (Remote),Others
8/1/2016 0:00,Country_02,Local_05,Metals,II,III,Female,Third Party,Manual Tools
8/2/2016 0:00,Country_03,Local_10,Others,I,I,Male,Third Party,Bees
8/1/2016 0:00,Country_01,Local_04,Mining,II,III,Male,Third Party,Others
8/4/2016 0:00,Country_02,Local_08,Metals,I,II,Male,Employee,Cut
8/11/2016 0:00,Country_02,Local_02,Mining,IV,IV,Male,Third Party (Remote),Others
8/11/2016 0:00,Country_02,Local_12,Others,I,IV,Female,Employee,Others
8/12/2016 0:00,Country_01,Local_03,Mining,III,IV,Male,Employee,Others
8/14/2016 0:00,Country_01,Local_01,Mining,III,IV,Male,Third Party,Others
8/14/2016 0:00,Country_02,Local_08,Metals,I,III,Male,Employee,Projection
8/15/2016 0:00,Country_01,Local_01,Mining,I,IV,Male,Third Party,Others
8/18/2016 0:00,Country_01,Local_03,Mining,I,III,Male,Employee,Others
8/19/2016 0:00,Country_01,Local_03,Mining,I,III,Male,Employee,Others
8/22/2016 0:00,Country_02,Local_05,Metals,I,III,Male,Employee,Pressed
8/24/2016 0:00,Country_02,Local_05,Metals,I,II,Male,Employee,Cut
8/25/2016 0:00,Country_01,Local_03,Mining,I,IV,Male,Employee,Others
8/24/2016 0:00,Country_01,Local_01,Mining,I,II,Male,Employee,Others
8/29/2016 0:00,Country_02,Local_05,Metals,I,II,Male,Employee,Chemical substances
8/27/2016 0:00,Country_01,Local_06,Metals,I,II,Male,Employee,Pressurized Systems / Chemical Substances
8/30/2016 0:00,Country_02,Local_08,Metals,II,II,Female,Third Party (Remote),Others
8/30/2016 0:00,Country_01,Local_06,Metals,I,II,Male,Third Party,Others
9/1/2016 0:00,Country_02,Local_05,Metals,II,IV,Male,Third Party (Remote),Manual Tools
9/2/2016 0:00,Country_01,Local_03,Mining,I,I,Male,Third Party,Others
9/4/2016 0:00,Country_01,Local_03,Mining,I,III,Male,Third Party,Others
9/3/2016 0:00,Country_01,Local_04,Mining,III,IV,Male,Employee,Others
9/4/2016 0:00,Country_01,Local_06,Metals,IV,IV,Male,Employee,Suspended Loads
9/6/2016 0:00,Country_02,Local_02,Mining,I,II,Male,Employee,Others
9/5/2016 0:00,Country_02,Local_05,Metals,I,II,Female,Employee,Venomous Animals
9/6/2016 0:00,Country_02,Local_07,Mining,I,II,Male,Employee,Others
9/13/2016 0:00,Country_01,Local_03,Mining,I,IV,Male,Third Party,Others
9/12/2016 0:00,Country_01,Local_11,Others,III,IV,Female,Employee,Others
9/13/2016 0:00,Country_02,Local_05,Metals,I,II,Male,Employee,Suspended Loads
9/15/2016 0:00,Country_03,Local_10,Others,I,I,Male,Third Party,Others
9/17/2016 0:00,Country_01,Local_06,Metals,I,II,Male,Third Party,Pressed
9/16/2016 0:00,Country_02,Local_05,Metals,II,IV,Male,Employee,Pressurized Systems
9/20/2016 0:00,Country_03,Local_10,Others,I,I,Male,Third Party,Fall
9/20/2016 0:00,Country_02,Local_05,Metals,I,II,Male,Third Party (Remote),Blocking and isolation of energies
9/20/2016 0:00,Country_01,Local_06,Metals,I,II,Male,Third Party,Others
9/21/2016 0:00,Country_01,Local_03,Mining,I,III,Male,Third Party,Others
9/21/2016 0:00,Country_02,Local_05,Metals,II,III,Male,Third Party,Manual Tools
9/22/2016 0:00,Country_01,Local_01,Mining,I,IV,Male,Employee,Others
9/22/2016 0:00,Country_01,Local_06,Metals,I,III,Male,Employee,Others
9/27/2016 0:00,Country_01,Local_06,Metals,I,II,Female,Third Party,Pressurized Systems
9/29/2016 0:00,Country_01,Local_04,Mining,I,II,Male,Third Party,Others
9/30/2016 0:00,Country_01,Local_04,Mining,I,I,Male,Employee,Others
10/1/2016 0:00,Country_01,Local_04,Mining,II,III,Male,Third Party,Others
10/3/2016 0:00,Country_01,Local_04,Mining,I,II,Male,Third Party,Others
10/3/2016 0:00,Country_02,Local_05,Metals,I,III,Male,Employee,Pressed
10/3/2016 0:00,Country_02,Local_08,Metals,I,II,Male,Employee,Pressed
10/3/2016 0:00,Country_01,Local_03,Mining,I,IV,Male,Third Party,Others
10/4/2016 0:00,Country_03,Local_10,Others,III,III,Male,Employee,Others
10/8/2016 0:00,Country_01,Local_04,Mining,II,II,Male,Third Party,Others
10/10/2016 0:00,Country_01,Local_03,Mining,I,IV,Male,Third Party (Remote),Others
