Date/Time,Cement Type,Cement silo,"RHR, h","Production, t","Prod.rate, t/h","PRI, %","NAI, %","Clinker (wet), t","Clinker (wet), %","Gypsum (wet), t","Gypsum (wet), %","Limestone (wet), t","Limestone (wet), %","R45, %",Fineness blaine,"Water injection, l/h","Cement temp, C","Main Drive SEEC, kWh/t cem","SEEC, kWh/t cem"
11.04.2021 12:00,C14N,6,1,123,123,100.8,100,110,89.4,6,4.9,7,5.7,,,3508,114.1,28.45,35.71
11.04.2021 13:00,C14N,6,1,124.5,125,102,100,112,90,6,4.8,6.5,5.2,,,3509.6,113.3,28.11,35.72
11.04.2021 14:00,C14N,6,1,122.5,123,100.4,100,110,89.8,6,4.9,6.5,5.3,17,3130,3518.9,113.7,28.65,36.08
11.04.2021 15:00,C14N,6,1,98,98,80.3,100,88,89.8,4.5,4.6,5.5,5.6,,,3518.4,115.6,36.54,45.26
11.04.2021 16:00,C14N,6,1,120.5,121,98.8,100,108,89.6,6,5,6.5,5.4,18.9,3170,3507.6,117.6,29.46,36.77
11.04.2021 17:00,C14N,6,1,122.5,123,100.4,100,110,89.8,5.5,4.5,7,5.7,,,3506.8,114.9,28.87,36.2
11.04.2021 18:00,C14N,6,1,118.5,119,97.1,100,106,89.5,6,5.1,6.5,5.5,19.8,3220,3488.7,115.8,29.75,37.28
11.04.2021 19:00,C14N,6,1,122.5,123,100.4,100,110,89.8,6,4.9,6.5,5.3,,,3490.8,115.3,28.6,35.98
11.04.2021 20:00,C14N,6,1,119,119,97.5,100,108,90.8,5.5,4.6,5.5,4.6,,,3512,114.7,29.36,36.94
11.04.2021 21:00,C14N,6,1,121,121,99.2,100,114,94.2,6,5,1,0.8,,,3519.3,116.6,28.54,36.13
11.04.2021 22:00,C14N,6,1,120.5,121,98.8,100,108,89.6,6,5,6.5,5.4,18.4,3200,3521.2,117.5,28.79,36.42
11.04.2021 23:00,C14N,6,1,120,120,98.4,100,108,90,5.5,4.6,6.5,5.4,,,3524.7,113.5,29.06,36.76
12.04.2021 00:00,C14N,6,1,120.5,121,98.8,100,108,89.6,6,5,6.5,5.4,19,3180,3527.1,110.8,29.16,36.67
12.04.2021 01:00,C14N,6,1,122.5,123,100.4,100,110,89.8,6,4.9,6.5,5.3,,,3522.1,108.6,28.66,36.45
12.04.2021 02:00,C14N,6,1,76,76,62.3,100,68,89.5,3.5,4.6,4.5,5.9,19.7,3100,3510.9,105.4,47.44,57.22
12.04.2021 03:00,C14N,6,1,126.5,127,103.7,100,114,90.1,6,4.7,6.5,5.1,,,3511.3,108,27.91,35.9
12.04.2021 04:00,C14N,6,1,127,127,104.1,100,114,89.8,6,4.7,7,5.5,17.5,3130,3512,106,27.53,35.01
12.04.2021 05:00,C14N,6,1,123.5,124,101.2,100,112,90.7,6.5,5.3,5,4,,,3510.9,104,28.08,35.66
12.04.2021 06:00,C14N,6,1,126.5,127,103.7,100,114,90.1,6,4.7,6.5,5.1,16.2,2880,3513.7,102.9,27.64,35.01
12.04.2021 07:00,C14N,6,1,127,127,104.1,100,114,89.8,6,4.7,7,5.5,,,3514,104.6,27.49,34.82
12.04.2021 08:00,C14N,6,1,125,125,102.5,100,112,89.6,6.5,5.2,6.5,5.2,,,3513.8,109.3,27.81,35.21
12.04.2021 09:00,C14N,6,1,127,127,104.1,100,114,89.8,6,4.7,7,5.5,18.6,3020,3511.2,113.5,27.47,34.89
12.04.2021 10:00,C14N,6,1,127,127,104.1,100,114,89.8,6.5,5.1,6.5,5.1,,,3514,114.8,27.36,34.62
12.04.2021 11:00,C14N,6,1,125,125,102.5,100,112,89.6,6.5,5.2,6.5,5.2,18,3050,3504.9,113.9,27.9,35.06
12.04.2021 12:00,C14N,6,1,122,122,100,100,114,93.4,6.5,5.3,1.5,1.2,,,3497.4,119.7,28.83,36.51
12.04.2021 13:00,C14N,6,1,118,118,96.7,100,112,94.9,6,5.1,0,0,,,3531.1,125.6,29.33,36.81
12.04.2021 14:00,C14N,6,1,114,114,93.4,100,108,94.7,6,5.3,0,0,15,2950,3510.8,128.8,29.13,36.82
12.04.2021 15:00,C14N,6,0.3,23.5,88,72.2,26.7,22,93.6,1.5,6.4,0,0,,,3478.4,93.2,138.72,64.06
12.04.2021 16:00,C14N,,,,,,0,,,,,,,19.3,2930,,,,
12.04.2021 16:00,C14N,6,0,,0,,0,0,,0,,0,,,,,64.9,,
12.04.2021 16:26,C3A4N-50,7,0,,,,0,0,,0,,0,,,,,62.9,,
12.04.2021 17:00,C3A4N-50,7,0.3,16.5,62,50.7,26.7,8,48.5,0.5,3,8,48.5,,,1957.5,85.5,203.68,130.27
12.04.2021 18:00,C3A4N-50,7,1,55.5,56,45.5,100,24,43.2,3,5.4,28.5,51.4,,,3300.1,109.2,61.48,76.1
12.04.2021 19:00,C3A4N-50,7,1,58,58,47.5,100,26,44.8,3,5.2,29,50,2.3,4500,1675.1,93.9,59.9,73.4
12.04.2021 20:00,C3A4N-50,7,1,60,60,49.2,100,26,43.3,3,5,31,51.7,,,1451.1,94.6,58.09,71.71
12.04.2021 21:00,C3A4N-50,7,1,61.5,62,50.4,100,28,45.5,3,4.9,30.5,49.6,,,1396.7,94.5,56.67,69.53
12.04.2021 22:00,C3A4N-50,7,1,63.5,64,52,100,28,44.1,3.5,5.5,32,50.4,23,3790,1184.8,94.9,54.93,67.24
12.04.2021 23:00,C3A4N-50,7,1,64.5,65,52.9,100,28,43.4,3,4.7,33.5,51.9,1.8,4900,1190.3,95.2,53.98,66.11
13.04.2021 00:00,C3A4N-50,7,1,71,71,58.2,100,32,45.1,3.5,4.9,35.5,50,,,1067.7,95.2,48.82,60.73
13.04.2021 01:00,C3A4N-50,7,1,73,73,59.8,100,32,43.8,4,5.5,37,50.7,,,744.7,94.6,47.29,58.1
13.04.2021 02:00,C3A4N-50,7,1,67,67,54.9,100,30,44.8,3,4.5,34,50.7,1.8,4500,744.7,90.3,51.47,63.87
13.04.2021 03:00,C3A4N-50,7,1,33,33,27,100,16,48.5,2,6.1,15,45.5,,,1594.4,94.2,106.22,128.9
13.04.2021 04:00,C3A4N-50,7,1,58.5,59,48,100,26,44.4,3,5.1,29.5,50.4,,,1505,93.9,60.15,72.87
13.04.2021 05:00,C3A4N-50,7,1,60,60,49.2,100,26,43.3,3,5,31,51.7,,,1211.6,94.7,58.36,71.63
13.04.2021 06:00,C3A4N-50,7,1,68,68,55.7,100,30,44.1,3.5,5.1,34.5,50.7,,,918.6,94.5,51.66,63.43
13.04.2021 07:00,C3A4N-50,7,1,71.5,72,58.6,100,32,44.8,3.5,4.9,36,50.3,,,741.4,94.9,49.03,60.49
13.04.2021 08:00,C3A4N-50,7,1,72.5,73,59.4,100,32,44.1,3.5,4.8,37,51,2.3,4770,741.4,92.8,47.93,59.2
13.04.2021 09:00,C3A4N-50,7,1,71,71,58.2,100,32,45.1,3.5,4.9,35.5,50,,,741.4,94.2,48.99,60.33
13.04.2021 10:00,C3A4N-50,7,1,64,64,52.5,100,30,46.9,2.5,3.9,31.5,49.2,3,4480,1007.4,94.7,54.38,66.4
13.04.2021 11:00,C3A4N-50,7,1,73.5,74,60.2,100,32,43.5,3.5,4.8,38,51.7,,,743.9,94.7,47.23,58.84
13.04.2021 12:00,C3A4N-50,7,1,75.5,76,61.9,100,34,45,3.5,4.6,38,50.3,,,743.9,90.4,45.84,56.87
13.04.2021 13:00,,,,,,,0,,,,,,,,,,,,
13.04.2021 14:00,C3A4N-50,,,,,,0,,,,,,,3.4,4400,,,,
13.04.2021 15:00,,,,,,,0,,,,,,,,,,,,
13.04.2021 16:00,,,,,,,0,,,,,,,,,,,,
13.04.2021 17:00,C14N,7,1,70,70,57.4,100,32,45.7,3.5,5,34.5,49.3,,,758.1,97.7,49.65,61.63
13.04.2021 18:00,,,,,,,0,,,,,,,,,,,,
13.04.2021 19:00,,,,,,,0,,,,,,,,,,,,
13.04.2021 20:00,C14N,7,1,73.5,74,60.2,100,34,46.3,3,4.1,36.5,49.7,,,794.7,97.6,47.22,58.03
13.04.2021 21:00,,,,,,,0,,,,,,,,,,,,
13.04.2021 22:00,,,,,,,0,,,,,,,,,,,,
14.04.2021 00:00,,,,,,,0,,,,,,,,,,,,
14.04.2021 02:00,,,,,,,0,,,,,,,,,,,,
14.04.2021 03:00,,,,,,,0,,,,,,,,,,,,
14.04.2021 04:00,,,,,,,0,,,,,,,,,,,,
14.04.2021 05:00,,,,,,,0,,,,,,,,,,,,
14.04.2021 06:00,C3A4N-50,,,,,,,,,,,,,1.8,4600,,,,
14.04.2021 07:00,,,,,,,0,,,,,,,,,,,,
14.04.2021 10:00,,,,,,,0,,,,,,,,,,,,
14.04.2021 11:00,,,,,,,0,,,,,,,,,,,,
14.04.2021 12:00,,,,,,,0,,,,,,,,,,,,
14.04.2021 13:00,,,,,,,53.3,,,,,,,,,,,,
14.04.2021 13:00,,,,,,,,,,,,,,,,,,,
14.04.2021 13:21,C14N,6,0.3,36,127,,100,32,88.9,2,5.6,2,5.6,,,2571.3,90.2,102.41,3.33
14.04.2021 14:00,C14N,6,1,134.5,135,110.2,100,120,89.2,7.5,5.6,7,5.2,,,4141.2,112.6,26.32,33.23
14.04.2021 15:00,C14N,6,1,114.5,115,93.9,100,102,89.1,6,5.2,6.5,5.7,,,4026.9,109.6,30.95,38.91
14.04.2021 16:00,C14N,6,1,133.5,134,109.4,100,120,89.9,6.5,4.9,7,5.2,,,3991.1,113,26.61,32.83
14.04.2021 17:00,C14N,6,1,136,136,111.5,100,122,89.7,6.5,4.8,7.5,5.5,,,3982.7,116.6,25.78,33.11
14.04.2021 17:00,C14N,6,0.9,120,136,111.4,100,108,90,5.5,4.6,6.5,5.4,,,3983.9,116.6,29.21,34.23
14.04.2021 17:00,C14N,6,0.3,40.5,135,110.7,100,36,88.9,2,4.9,2.5,6.2,,,3986.3,116.6,86.53,33.95
14.04.2021 18:00,C14N,6,1,136,136,111.5,100,122,89.7,6.5,4.8,7.5,5.5,,,3976.7,115.2,25.95,32.95
14.04.2021 19:00,C14N,6,1,126.5,127,103.7,100,114,90.1,5.5,4.3,7,5.5,,,3970.7,115.1,28.23,35.95
14.04.2021 20:00,C14N,6,1,129,129,105.7,100,116,89.9,6,4.7,7,5.4,,,3970.9,114,27.8,34.62
14.04.2021 21:00,,,,,,,0,,,,,,,,,,,,
14.04.2021 22:00,C14N,,,,,,0,,,,,,,17.4,3180,,,,
14.04.2021 23:00,C14N,6,1,135.5,136,111.1,100,122,90,6.5,4.8,7,5.2,,,3961.5,114.5,25.94,32.74
15.04.2021 00:00,,,,,,,0,,,,,,,,,,,,
15.04.2021 01:00,C14N,6,1,136,136,111.5,100,122,89.7,6.5,4.8,7.5,5.5,,,3952.6,114.5,25.85,32.66
15.04.2021 03:00,C14N,6,1,122.5,123,100.4,100,110,89.8,6,4.9,6.5,5.3,,,3941.2,111.6,28.15,36.04
15.04.2021 04:00,C14N,,,,,,0,,,,,,,18,2910,,,,
15.04.2021 05:00,C14N,6,1,126,126,103.3,100,112,88.9,7,5.6,7,5.6,,,3947,121.4,27.97,34.94
15.04.2021 06:00,C14N,,,,,,,,,,,,,19,2940,,,,
15.04.2021 07:00,C14N,6,1,123.5,124,101.2,100,110,89.1,7,5.7,6.5,5.3,,,3917.4,120.7,28.75,36.12
15.04.2021 08:00,C14N,6,1,124,124,101.6,100,110,88.7,7,5.6,7,5.6,18,2970,3926.6,120.3,28.45,35.53
15.04.2021 09:00,,,,,,,0,,,,,,,,,,,,
15.04.2021 10:00,C14N,6,0.7,54,77,63.2,70,48,88.9,3,5.6,3,5.6,19.1,3130,3952.6,105.6,66.71,62.86
15.04.2021 11:00,,,,,,,0,,,,,,,,,,,,
15.04.2021 12:00,C14N,6,0,,,,0,0,,0,,0,,,,,67.2,,
15.04.2021 13:00,C14N,,0,,,,0,0,,0,,0,,,,,65.7,,
15.04.2021 13:00,,6,,,,,0,,,,,,,,,,,,
15.04.2021 14:00,C14N,,0,,,,0,0,,0,,0,,,,,52,,
15.04.2021 14:00,,6,,,,,0,,,,,,,,,,,,
15.04.2021 15:00,,,,,,,0,,,,,,,,,,,,
15.04.2021 15:00,C14N,,0,,,,0,0,,0,,0,,,,,49.3,,
15.04.2021 15:00,,6,,,,,0,,,,,,,,,,,,
15.04.2021 16:00,C14N,,0,,,,0,0,,0,,0,,,,,53,,
15.04.2021 16:00,,6,,,,,0,,,,,,,,,,,,
15.04.2021 17:00,,,,,,,0,,,,,,,,,,,,
15.04.2021 18:00,C14N,,1,120,120,98.4,100,106,88.3,7.5,6.3,6.5,5.4,,,3723.3,107.3,30.17,37.55
15.04.2021 18:00,,6,,,,98.4,100,,,,,,,,,,,,37.55
15.04.2021 19:00,,,,,,,0,,,,,,,,,,,,
15.04.2021 20:00,,,,,,,0,,,,,,,,,,,,
15.04.2021 21:00,C14N,,1,118,118,96.7,100,104,88.1,7.5,6.4,6.5,5.5,,,4030.1,123.3,30.42,37.67
15.04.2021 21:00,,6,,,,96.7,100,,,,,,,,,,,,37.67
15.04.2021 22:00,C14N,,1,119.5,120,98,100,106,88.7,7,5.9,6.5,5.4,,,4082.2,117.8,30.17,22.97
15.04.2021 22:00,,6,,,,98,100,,,,,,,,,,,,22.97
15.04.2021 23:00,,,,,,,0,,,,,,,,,,,,
15.04.2021 23:33,C14N,,0.1,18,154,126.5,100,16,88.9,1,5.6,1,5.6,,,4101.2,113,201.35,20.18
15.04.2021 23:33,,6,,,,126.5,100,,,,,,,,,,,,20.18
16.04.2021 00:00,C14N,,1,136,136,111.5,100,120,88.2,8.5,6.3,7.5,5.5,,,4094,110.7,26.28,32.75
16.04.2021 00:00,,6,,,,111.5,100,,,,,,,,,,,,32.75
16.04.2021 01:00,C14N,,1,138.5,139,113.5,100,122,88.1,9,6.5,7.5,5.4,,,4102.4,110.3,25.74,32.34
16.04.2021 01:00,,6,,,,113.5,100,,,,,,,,,,,,32.34
16.04.2021 02:00,,,,,,,0,,,,,,,,,,,,
16.04.2021 03:00,,,,,,,0,,,,,,,,,,,,
16.04.2021 04:00,,,,,,,0,,,,,,,,,,,,
16.04.2021 05:00,C14N,,1,38.5,39,31.6,100,34,88.3,2.5,6.5,2,5.2,,,4078.7,112.9,93.08,116.22
16.04.2021 05:00,,6,,,,31.6,100,,,,,,,,,,,,116.22
16.04.2021 06:00,C14N,,1,138.5,139,113.5,100,122,88.1,9,6.5,7.5,5.4,,,4083.4,114.6,25.87,32.44
16.04.2021 06:00,,6,,,,113.5,100,,,,,,,,,,,,32.44
16.04.2021 07:00,C14N,,1,68,68,55.7,100,60,88.2,4.5,6.6,3.5,5.1,,,4082.6,116.9,52.96,66.59
16.04.2021 07:00,,6,,,,55.7,100,,,,,,,,,,,,66.59
16.04.2021 07:00,,,,,,,0,,,,,,,,,,,,
16.04.2021 07:12,,,,,,,0,,,,,,,,,,,,
16.04.2021 08:00,C14N,,0.7,138,188,154.2,73.3,122,88.4,8.5,6.2,7.5,5.4,,,4075.4,118.1,25.86,33.2
16.04.2021 08:00,,6,,,,154.2,73.3,,,,,,,,,,,,33.2
16.04.2021 09:00,C14N,,1,20,20,16.4,100,4,100,0,212.5,0,0,,,4070,117.3,176.3,222.49
16.04.2021 09:00,,6,,,,16.4,100,,,,,,,,,,,,222.49
16.04.2021 10:00,C14N,,1,134,134,109.8,100,118,88.1,8.5,6.3,7.5,5.6,20,3210,4070.5,117.5,26.57,33.27
16.04.2021 10:00,,6,,,,109.8,100,,,,,,,,,,,,33.27
16.04.2021 11:00,C14N,,1,138,138,113.1,100,122,88.4,9,6.5,7,5.1,,,4071.9,112.6,25.67,32.66
16.04.2021 11:00,,6,,,,113.1,100,,,,,,,,,,,,32.66
16.04.2021 12:00,,,,,,,0,,,,,,,,,,,,
16.04.2021 12:40,C14N,,0.3,38.5,116,94.7,100,34,88.3,2.5,6.5,2,5.2,,,4062.9,104,90.14,36.54
16.04.2021 12:40,,6,,,,94.7,100,,,,,,,,,,,,36.54
16.04.2021 13:00,C14N,,1,124.5,125,102,100,110,88.4,8,6.4,6.5,5.2,,,4065,103,28.37,36.12
16.04.2021 13:00,,6,,,,102,100,,,,,,,,,,,,36.12
16.04.2021 14:00,,,,,,,0,,,,,,,,,,,,
16.04.2021 15:00,,,,,,,0,,,,,,,,,,,,
16.04.2021 16:00,C14N,,0.3,49.5,149,121.7,33.3,44,88.9,3,6.1,2.5,5.1,,,2969.5,82.9,73.32,44.55
16.04.2021 16:00,,6,,,,121.7,33.3,,,,,,,,,,,,44.55
16.04.2021 17:00,,,,,,,0,,,,,,,,,,,,
16.04.2021 18:00,,,,,,,0,,,,,,,,,,,,
16.04.2021 19:00,,,,,,,0,,,,,,,,,,,,
16.04.2021 20:00,C14N,,1,128.5,129,105.3,100,114,88.7,7.5,5.8,7,5.4,,,2979.2,120.2,27,33.95
16.04.2021 20:00,,6,,,,105.3,100,,,,,,,,,,,,33.95
16.04.2021 21:00,C14N,,1,124.5,125,102,100,110,88.4,7.5,6,7,5.6,,,3048.2,122.6,27.58,34.66
16.04.2021 21:00,,6,,,,102,100,,,,,,,,,,,,34.66
16.04.2021 22:00,,,,,,,0,,,,,,,,,,,,
16.04.2021 23:00,,,,,,,0,,,,,,,,,,,,
17.04.2021 00:00,,,,,,,0,,,,,,,,,,,,
17.04.2021 01:00,C14N,,1,124.5,125,102,100,110,88.4,7.5,6,7,5.6,,,4031.2,123,28.11,35.28
17.04.2021 01:00,,6,,,,102,100,,,,,,,,,,,,35.28
17.04.2021 02:00,,,,,,,0,,,,,,,,,,,,
17.04.2021 03:00,C14N,,1,126.5,127,103.7,100,112,88.5,7.5,5.9,7,5.5,,,4015.3,112.6,27.82,34.68
17.04.2021 03:00,,6,,,,103.7,100,,,,,,,,,,,,34.68
17.04.2021 04:00,,,,,,,0,,,,,,,,,,,,
17.04.2021 05:00,,,,,,,0,,,,,,,,,,,,
17.04.2021 06:00,C14N,,1,127,127,104.1,100,112,88.2,8,6.3,7,5.5,,,3380,118.1,27.99,35.32
17.04.2021 06:00,,6,,,,104.1,100,,,,,,,,,,,,35.32
17.04.2021 07:00,,,,,,,0,,,,,,,,,,,,
17.04.2021 08:00,,,,,,,0,,,,,,,,,,,,
17.04.2021 09:00,,,,,,,0,,,,,,,,,,,,
17.04.2021 10:00,,,,,,,0,,,,,,,,,,,,
17.04.2021 11:00,C14N,,1,124.5,125,102,100,110,88.4,8,6.4,6.5,5.2,,,3784,116.3,27.99,36
17.04.2021 11:00,,6,,,,102,100,,,,,,,,,,,,36
17.04.2021 12:00,C14N,,1,125,125,102.5,100,110,88,8,6.4,7,5.6,,,3735.8,108.1,28.06,35.65
17.04.2021 12:00,,6,,,,102.5,100,,,,,,,,,,,,35.65
17.04.2021 13:00,C14N,,1,127,127,104.1,100,112,88.2,8,6.3,7,5.5,,,3729.2,104,27.68,34.87
17.04.2021 13:00,,6,,,,104.1,100,,,,,,,,,,,,34.87
17.04.2021 13:00,,,,,,,0,,,,,,,,,,,,
17.04.2021 14:00,C14N,,,,,,0,,,,,,,19.7,3140,,,,
17.04.2021 15:00,,,,,,,0,,,,,,,,,,,,
17.04.2021 16:00,C14N,,1,125,125,102.5,100,110,88,8,6.4,7,5.6,,,3366.9,123.6,28.17,35.4
17.04.2021 16:00,,6,,,,102.5,100,,,,,,,,,,,,35.4
17.04.2021 17:00,C14N,,0.8,99.5,127,104.1,78.3,88,88.4,6,6,5.5,5.5,,,3269.4,125.8,35.21,36.08
17.04.2021 17:00,,6,,,,104.1,78.3,,,,,,,,,,,,36.08
17.04.2021 18:00,,,,,,,0,,,,,,,,,,,,
17.04.2021 19:00,,,,,,,0,,,,,,,,,,,,
17.04.2021 20:00,C14N,,0,,,,0,0,,0,,0,,,,,56.6,,
17.04.2021 20:00,,6,,,,,0,,,,,,,,,,,,
17.04.2021 21:00,C14N,,0,4.5,,,0,4,88.9,0.5,11.1,0,0,,,1152,57.4,799.21,162.27
17.04.2021 21:00,,6,,,,,0,,,,,,,,,,,,162.27
17.04.2021 22:00,C14N,,1,111,117,95.8,95,98,88.3,7,6.3,6,5.4,,,4109.1,120.1,32.55,40.04
17.04.2021 22:00,,6,,,,95.8,95,,,,,,,,,,,,40.04
17.04.2021 23:00,C14N,,1,123.5,124,101.2,100,108,87.4,8.5,6.9,7,5.7,,,3981.9,113.2,28.75,35.78
17.04.2021 23:00,,6,,,,101.2,100,,,,,,,,,,,,35.78
18.04.2021 00:00,C14N,,1,125,125,102.5,100,110,88,8.5,6.8,6.5,5.2,,,3939.1,108.1,28.25,35.69
18.04.2021 00:00,,6,,,,102.5,100,,,,,,,,,,,,35.69
18.04.2021 01:00,C14N,,1,125,125,102.5,100,110,88,8,6.4,7,5.6,,,3910.8,111.2,28.35,35.62
18.04.2021 01:00,,6,,,,102.5,100,,,,,,,,,,,,35.62
18.04.2021 02:00,C14N,,1,127,127,104.1,100,112,88.2,8,6.3,7,5.5,,,3890.1,113.8,27.92,34.96
18.04.2021 02:00,,6,,,,104.1,100,,,,,,,,,,,,34.96
18.04.2021 03:00,,,,,,,0,,,,,,,,,,,,
18.04.2021 04:00,,,,,,,0,,,,,,,,,,,,
18.04.2021 05:00,,,,,,,0,,,,,,,,,,,,
18.04.2021 06:00,,,,,,,0,,,,,,,,,,,,
18.04.2021 07:00,,,,,,,0,,,,,,,,,,,,
18.04.2021 08:00,C14N,,1,126.5,127,103.7,100,112,88.5,7.5,5.9,7,5.5,,,3901.2,116.3,28,35.32
18.04.2021 08:00,,6,,,,103.7,100,,,,,,,,,,,,35.32
18.04.2021 09:00,,,,,,,0,,,,,,,,,,,,
18.04.2021 10:00,C14N,,1,104,104,85.2,100,92,88.5,6,5.8,6,5.8,,,3886.9,115.9,34.42,42.31
18.04.2021 10:00,,6,,,,85.2,100,,,,,,,,,,,,42.31
18.04.2021 11:00,,,,,,,0,,,,,,,,,,,,
18.04.2021 12:00,,,,,,,0,,,,,,,,,,,,
18.04.2021 13:00,,,,,,,0,,,,,,,,,,,,
18.04.2021 14:00,C14N,,,,,,0,,,,,,,17,3280,,,,
18.04.2021 15:00,C14N,,1,113.5,114,93,100,104,91.6,7,6.2,2.5,2.2,,,3884.2,112.8,31.03,39.11
18.04.2021 15:00,,6,,,,93,100,,,,,,,,,,,,39.11
18.04.2021 16:00,C14N,,1,83.5,84,68.4,100,76,91,4,4.8,3.5,4.2,,,3876.1,112.4,43.09,53.19
18.04.2021 16:00,,6,,,,68.4,100,,,,,,,,,,,,53.19
18.04.2021 17:00,C14N,,1,124.5,125,102,100,110,88.4,7.5,6,7,5.6,,,3890.2,120.6,28.38,35.51
18.04.2021 17:00,,6,,,,102,100,,,,,,,,,,,,35.51
18.04.2021 18:00,,,,,,,0,,,,,,,,,,,,
18.04.2021 19:00,,,,,,,0,,,,,,,,,,,,
18.04.2021 20:00,C14N,,1,124.5,125,102,100,110,88.4,7.5,6,7,5.6,,,3902.4,122.1,27.93,35.22
18.04.2021 20:00,,6,,,,102,100,,,,,,,,,,,,35.22
18.04.2021 21:00,,,,,,,0,,,,,,,,,,,,
18.04.2021 22:00,,,,,,,0,,,,,,,,,,,,
18.04.2021 23:00,,,,,,,76.7,,,,,,,,,,,,
19.04.2021 00:00,,,,,,,85,,,,,,,,,,,,
19.04.2021 00:00,C14N,6,0,,0,,100,0,,0,,0,,,,,79.4,,
19.04.2021 00:17,C3A4N-50,7,0.2,10,67,,100,4,40,0.5,5,5.5,55,,,2703.8,90.6,351.76,124
19.04.2021 01:00,C3A4N-50,7,1,56.5,57,46.3,100,26,46,3,5.3,27.5,48.7,,,3830.6,103.1,63.35,76.85
19.04.2021 02:00,C3A4N-50,7,1,54.5,55,44.7,100,24,44,3,5.5,27.5,50.5,4.5,4970,740,91.9,63.9,77.57
19.04.2021 03:00,C3A4N-50,7,1,61.5,62,50.4,100,28,45.5,3.5,5.7,30,48.8,,,1303.9,98.2,56.33,68.79
19.04.2021 04:00,C3A4N-50,7,1,60.5,61,49.6,100,28,46.3,3.5,5.8,29,47.9,2.7,4660,1458.2,97.8,57.29,70.51
19.04.2021 05:00,C3A4N-50,7,1,64.5,65,52.9,100,28,43.4,3.5,5.4,33,51.2,,,1072,97.7,53.52,65.21
19.04.2021 06:00,C3A4N-50,7,1,66,66,54.1,100,30,45.5,3.5,5.3,32.5,49.2,2.5,5140,1007.3,97.9,52.45,64.99
19.04.2021 07:00,C3A4N-50,7,1,67,67,54.9,100,30,44.8,3.5,5.2,33.5,50,,,1123.5,97.9,51.64,63.28
19.04.2021 08:00,C3A4N-50,7,1,69,69,56.6,100,32,46.4,3.5,5.1,33.5,48.6,1.9,4760,961,97.7,50.02,61.87
19.04.2021 09:00,C3A4N-50,7,1,68,68,55.7,100,30,44.1,3.5,5.1,34.5,50.7,,,892.5,97.9,50.68,62.3
19.04.2021 10:00,C3A4N-50,7,1,70,70,57.4,100,32,45.7,3.5,5,34.5,49.3,,,1137.6,97.9,49.09,61.46
19.04.2021 11:00,C3A4N-50,7,1,70.5,71,57.8,100,32,45.4,3.5,5,35,49.6,,,1019.7,97.8,48.7,59.73
19.04.2021 12:00,C3A4N-50,7,1,70.5,71,57.8,100,32,45.4,3.5,5,35,49.6,2,4540,827.2,97.6,48.63,60.75
19.04.2021 13:00,C3A4N-50,7,1,69.5,70,57,100,32,46,3,4.3,34.5,49.6,,,886.5,98.1,49.2,60.81
19.04.2021 14:00,C3A4N-50,7,1,71.5,72,58.6,100,32,44.8,3.5,4.9,36,50.3,1.8,4550,893.6,97.5,47.93,59.86
19.04.2021 15:00,C3A4N-50,7,1,71.5,72,58.6,100,32,44.8,3.5,4.9,36,50.3,,,742.6,95.9,47.91,59.26
19.04.2021 16:00,C3A4N-50,7,1,74,74,60.7,100,34,45.9,3.5,4.7,36.5,49.3,2,4490,742.6,95.1,46.33,57.38
19.04.2021 17:00,C3A4N-50,7,1,73.5,74,60.2,100,34,46.3,3.5,4.8,36,49,,,742.6,94.7,46.59,58.41
19.04.2021 18:00,C3A4N-50,7,1,71,71,58.2,100,32,45.1,3,4.2,36,50.7,2.3,4400,742.6,96.4,48.23,61.74
19.04.2021 19:00,C3A4N-50,7,1,74,74,60.7,100,34,45.9,3.5,4.7,36.5,49.3,,,742.6,95.5,46.26,58.3
19.04.2021 20:00,C3A4N-50,7,1,74,74,60.7,100,34,45.9,3.5,4.7,36.5,49.3,2.1,4480,742.6,92.9,46.29,58.13
19.04.2021 21:00,C3A4N-50,7,1,73,73,59.8,100,34,46.6,3,4.1,36,49.3,,,742.6,90.9,46.93,58.76
19.04.2021 22:00,C3A4N-50,7,1,72,72,59,100,32,44.4,3.5,4.9,36.5,50.7,2,4420,742.6,93.6,47.64,60.04
19.04.2021 23:00,C3A4N-50,7,1,73,73,59.8,100,34,46.6,3,4.1,36,49.3,,,742.6,96.3,46.95,59.13
20.04.2021 00:00,C3A4N-50,7,1,71.5,72,58.6,100,32,44.8,3.5,4.9,36,50.3,2.2,4430,742.6,96.3,47.87,60.75
20.04.2021 01:00,C3A4N-50,7,1,74.5,75,61.1,100,34,45.6,3.5,4.7,37,49.7,,,742.6,93.6,45.96,58.42
20.04.2021 02:00,C3A4N-50,7,1,73.5,74,60.2,100,34,46.3,3.5,4.8,36,49,2.3,4430,742.6,90.4,46.48,58.16
20.04.2021 03:00,C3A4N-50,7,1,72,72,59,100,32,44.4,4,5.6,36,50,,,742.6,88,47.41,59.14
20.04.2021 04:00,C3A4N-50,7,1,74.5,75,61.1,100,34,45.6,3.5,4.7,37,49.7,2.9,4390,742.6,90,46.05,57.16
20.04.2021 05:00,C3A4N-50,7,1,75.5,76,61.9,100,34,45,4,5.3,37.5,49.7,,,742.6,92.2,45.23,56.48
